English Word,Arabic Translation (Google Translate),Basque Translation (Google Translate),Bengali Translation (Google Translate),Catalan Translation (Google Translate),Chinese (simplified) Translation (Google Translate),Chinese (traditional) Translation (Google Translate),Dutch Translation (Google Translate),Finnish Translation (Google Translate),French Translation (Google Translate),German Translation (Google Translate),Hindi Translation (Google Translate),Italian Translation (Google Translate),Japanese Translation (Google Translate),Marathi Translation (Google Translate),Persian Translation (Google Translate),Portuguese Translation (Google Translate),Romanian Translation (Google Translate),Russian Translation (Google Translate),Spanish Translation (Google Translate),Tamil Translation (Google Translate),Telugu Translation (Google Translate),Urdu Translation (Google Translate),Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
accommodate,استيعاب,egokitzeko,মিটমাট করা,acomodar,容纳,容納,accommoderen,majoittaa,accommoder,unterbringen,समायोजित,ospitare,受け入れます,सामावून,تطبیق,acomodar,găzdui,вмещать,acomodar,இடமளிக்கும்,కల్పించేందుకు,سمونے,0,0,0,0,0,0,0,0,0,0
accommodation,الإقامة,ostatua,বাসস্থান,allotjament,住所,住所,accomodatie,majoitus,logement,Unterkunft,आवास,alloggio,宿泊施設,निवास,محل اقامت,acomodação,cazare,жилье,alojamiento,விடுதி,వసతి,رہائش,1,0,0,0,0,0,0,0,0,0
accompaniment,مرافقة,lagundurik,সঙ্গত,acompanyament,伴奏,伴奏,begeleiding,säestys,accompagnement,Begleitung,संगत,accompagnamento,伴奏,साथीदार,همراهی,acompanhamento,acompaniament,сопровождение,acompañamiento,அழகுக்காக,తోటివాళ్ళు,accompaniment کے,1,0,0,1,0,0,1,0,0,1
accompany,مرافقة,bidelagunak,সহগমন করা,acompanyar,陪,陪,begeleiden,seurata,accompagner,begleiten,के साथ,accompagnare,同行します,सोबत,همراهی کردن,acompanhar,însoți,сопровождать,acompañar,உடன்,వెంబడించే,کے ساتھ ہوں,0,0,0,0,0,0,0,0,0,0
accompanying,مصاحب,Honekin batera doan,সহচারী,acompanyament,随同,隨同,vergezellen,mukana,accompagnement,Begleitet,साथ में,accompagnamento,付随の,जेथील,مشایعت,acompanhante,însoțitor,сопровождающий,acompañamiento,அதனுடன்,సహ,ساتھ,0,0,0,0,0,0,0,0,0,0
accomplice,متواطئ,konplize,যোগদানকারী,còmplice,帮凶,幫兇,medeplichtige,rikoskumppani,complice,Komplize,अपराध का साथी,complice,共犯,साथीदार,شریک یا معاون جرم,cúmplice,complice,сообщник,cómplice,உடந்தையாக,తోడుదొంగ,ساتھی,0,0,0,0,0,0,0,0,0,0
accomplish,إنجاز,betetzeko,সাধা,aconseguir,完成,完成,volbrengen,suorittaa,accomplir,erreichen,पूरा,realizzare,達成します,साध्य,انجام دادن,realizar,realiza,выполнять,lograr,சாதிக்க,సాధనకు,پورا,1,0,0,0,0,0,1,0,0,0
accomplished,إنجاز,Lortzen,সম্পন্ন,realitzat,完成,完成,volbracht,suoritettu,accompli,durchgeführt,पूर्ण,compiuto,達成,कुशल,انجام شده,realizado,realizat,осуществляется,realizado,நிறைவேற்றப்படுகிறது,సాధించవచ్చు,مکمل,1,0,0,0,0,0,1,0,0,0
accomplishment,إنجاز,lorpen,সংসাধন,assoliment,成就,成就,vervulling,suoritus,réalisation,Leistung,उपलब्धि,realizzazione,達成,सिद्धी,انجام,realização,realizare,достижение,logro,சாதனை,సాఫల్యం,کامیابی,1,0,0,0,0,0,0,0,0,0
accord,اتفاق,akordio,সঙ্গতি,acord,符合,符合,akkoord,sopimus,accord,Übereinstimmung,समझौते,accordo,アコード,एकमताने,توافق,acordo,acord,соглашение,acuerdo,ஒப்பந்தத்தை,ఒప్పందం,معاہدے,1,0,0,0,0,0,0,0,0,1
accordance,مطابقة,jarraiki,অনুযায়ী,acord,按照,按照,overeenstemming,mukaisesti,conformité,Übereinstimmung,अनुसार,conformità,従っ,नुसार,تطابق,conformidade,concordanță,соответствие,acuerdo,ஏற்ப,అనుగుణంగా,مطابق,0,0,0,0,0,0,0,0,0,0
accordion,أكورديون,akordeoi,বাদ্যযন্ত্রবিশেষ,acordió,手风琴,手風琴,accordeon,harmonikka,accordéon,Akkordeon,accordion,fisarmonica,アコーディオン,स्वरपटल असणारे वाद्य,اكوردئون,acordeão,acordeon,аккордеон,acordeón,துருத்தி,అకార్డియన్,accordion کے,0,0,0,0,0,0,0,0,0,0
account,حساب,kontua,হিসাব,compte,帐户,帳戶,rekening,tili,compte,Konto,खाता,conto,アカウント,खाते,حساب,conta,cont,счет,cuenta,கணக்கு,ఖాతా,اکاؤنٹ,0,0,0,0,0,0,0,0,0,1
accountability,المساءلة,kontuak,দায়িত্ব,responsabilitat,问责,問責,verantwoording,vastuullisuus,responsabilité,Rechenschaftspflicht,जवाबदेही,responsabilità,説明責任,जबाबदारी,مسئوليت,prestação de contas,responsabilitate,подотчетность,responsabilidad,பொறுப்புக்கூறல்,జవాబుదారీతనం,احتساب,1,0,0,0,0,0,0,0,0,1
accountable,مسؤول,kontuak,দায়ী,responsable,负责,負責,verantwoordelijk,tilivelvollinen,responsable,verantwortlich,उत्तरदायी,responsabile,責任があります,जबाबदार,جوابگو,responsável,răspundere,отчитываться,responsable,பொறுப்பு,లెక్కింపుకు,جوابدہ,1,0,0,0,0,0,0,0,0,1
accountant,محاسب,kontulari,হিসাবরক্ষক,comptador,会计,會計,accountant,kirjanpitäjä,comptable,Buchhalter,मुनीम,ragioniere,会計士,फडणवीस,محاسب,contador,contabil,бухгалтер,contador,கணக்காளர்,అకౌంటెంట్,اکاؤنٹنٹ,0,0,0,0,0,0,0,0,0,1
accounting,المحاسبة,kontabilitate,হিসাবরক্ষণ,comptabilitat,会计,會計,accounting,kirjanpito,comptabilité,Buchhaltung,लेखांकन,contabilità,会計,लेखा,حسابداری,contabilidade,contabilitate,учет,contabilidad,கணக்கு,అకౌంటింగ్,اکاؤنٹنگ,0,0,0,0,0,0,0,0,0,0
accounts,الحسابات,kontuak,অ্যাকাউন্ট,comptes,帐户,帳戶,accounts,tilit,comptes,Buchhaltung,खातों,conti,アカウント,खाती,حساب,contas,Conturi,счета,cuentas,கணக்குகள்,ఖాతాల,اکاؤنٹس,0,0,0,0,0,0,0,0,0,1
accredited,معتمد,akreditatu,নিসৃষ্ঠ,autoritzat,认可,認可,geaccrediteerd,valtuutettu,accrédité,akkreditiert,मान्यता प्राप्त,accreditato,公認の,अधिकृत,معتبر,acreditado,acreditat,аккредитованный,autorizado,அங்கீகாரம் பெற்ற,గుర్తింపు పొందిన,تسلیم شدہ,1,0,0,0,0,0,0,0,0,1
accretion,ازدياد,accretion,পুষ্টি,acreció,吸积,吸積,aanwas,yhteenkasvu,accumulation,Anlagerung,एक साथ वृद्धि,accrescimento,降着,वाढ,رشد پیوسته,acreção,concreștere,аккреция,acreción,வளர்ச்சிப்பெருக்கத்தில்,అక్క్రీషణ్,اضافہ,0,0,0,0,0,0,0,0,0,0
accrue,تعود,sortuko,জমা,acumular-,累积,累積,toenemen,kertyä,s'accumuler,erwachsen,अर्जित करते,maturare,生じます,वाढणे,افزوده شدن,advir,crește,нарастать,acumularse,பெறுவார்,వచ్చే,جمع,0,0,0,0,0,0,0,0,0,0
accueil,ACCUEIL,accueil,ডেস্কটপ,accueil,ACCUEIL,ACCUEIL,accueil,Accueil,accueil,accueil,Accueil,accueil,アクィユ,accueil,کتابسرا,accueil,accueil,Accueil,accueil,Accueil,హోం పేజి,ACCUEIL,1,0,0,0,0,0,0,0,0,0
accumulate,تراكم,pilatu,স্তূপাকার করা,acumular,积累,積累,accumuleren,kerätä,accumuler,akkumulieren,जमा,accumulare,蓄積します,साठवणे,اندوختن,acumular,acumula,накапливать,acumular,குவிக்க,పేరుకుపోవడంతో,جمع,0,0,0,0,0,0,0,0,0,0
accumulation,تراكم,metaketa,আহরণ,acumulació,积累,積累,ophoping,kertymä,accumulation,Anhäufung,संचय,accumulazione,蓄積,जमा,انباشتگی,acumulação,acumulare,накопление,acumulación,குவிப்பு,చేరడం,جمع کے,0,0,0,0,0,0,0,0,0,0
accuracy,دقة,zehaztasun,সঠিকতা,exactitud,准确性,準確性,nauwkeurigheid,tarkkuus,précision,Genauigkeit,शुद्धता,accuratezza,精度,अचूकता,دقت,exatidão,precizie,точность,precisión,துல்லியம்,ఖచ్చితత్వం,درستگی,0,0,0,0,0,0,0,0,0,0
accurate,دقيق,zehatzak,সঠিক,exacte,准确,準確,accuraat,tarkka,précis,richtig,शुद्ध,preciso,正確な,अचूक,دقیق,exato,exact,точный,exacto,துல்லியமான,ఖచ్చితమైన,درست,1,0,0,0,0,0,0,0,0,1
accursed,ملعون,madarikatuak,অভিশপ্ত,maleït,被诅咒,被詛咒,vervloekt,kirottu,maudit,verflucht,शापित,maledetto,のろわれました,त्या नष्ट करून टाकल्या,ملعون,amaldiçoado,blestemat,проклятая,maldito,சபிக்கப்பட்ட,శాపగ్రస్తుడైన,شاپت,0,1,1,0,0,1,0,1,0,0
accusation,اتهام,akusazioa,অভিযোগ,acusació,指控,指控,beschuldiging,syytös,accusation,Anklage,आरोप,accusa,告発,आरोप,اتهام,acusação,acuzație,обвинение,acusación,குற்றச்சாட்டு,ఆరోపణ,الزام,0,1,1,0,1,0,0,0,0,0
accusative,حالة المفعول به,accusative,দ্বিতীয়া-বিভক্তি,acusatiu,宾格,賓格,accusatief,akkusatiivi,accusatif,Akkusativ,कर्म कारक,accusativo,対格,द्वितीया,اتهامی,acusativo,acuzativ,винительный,acusativo,வேற்றுமையை,నిందారోపణ,accusative,0,1,0,0,0,0,0,0,0,0
accused,المتهم,leporatu,অভিযুক্ত,acusat,被告,被告,beschuldigde,syytetty,accusé,angeklagt,अभियुक्त,accusato,被告人,आरोपी,متهم,acusado,acuzat,обвиняемый,acusado,குற்றம்,ఆరోపణలు,ملزم,0,1,1,0,0,1,0,0,0,0
accuser,المتهم,Salatzaileak,ফরিয়াদী,acusador,指控人,指控人,aanklager,syyttäjä,accusateur,Ankläger,अभियोक्ता,accusatore,原告,दोष,متهم,acusador,acuzator,обвинитель,acusador,குற்றம் சாட்டப்பட்டவரை,ఫిర్యాది,الزام لگانے,0,1,1,0,0,1,0,0,0,0
accusing,متهما,salatuz,অভিযুক্ত করলেও,acusant,指责,指責,beschuldigen,syyttäen,accusant,anklagend,आरोप लगा,accusando,非難するような,आरोप,متهم,acusador,acuzând,обвинение,acusando,குற்றம்சாட்டி,నిందిస్తూ,الزام لگا,0,1,1,0,0,1,0,0,0,0
accustomed,متعود,ohituta,অভ্যস্ত,acostumat,习惯,習慣,gewend,tottunut,habitué,gewohnt,आदी,avvezzo,慣れて,नित्याचा,خو گرفته,acostumado,obișnuit,привыкший,acostumbrado,பழக்கமில்லை,అభిమానం,عادی,0,0,0,0,0,0,0,0,0,0
ace,الآس,ace,টেক্কা,as,高手,高手,aas,ässä,ace,As,ऐस,asso,エース,निपुण,تک خال,ás,as,туз,as,சீட்டு,ఏస్,اککا,1,0,0,0,0,0,0,0,0,0
acetic,خلى,azetikoa,সির্কাম্লযুক্ত,acètic,醋,醋,azijnzuur,etikka-,acétique,Essigsäure,खट्टा,acetico,酢酸の,आंबट,استیک,acético,acetic,уксусный,acético,அசிட்டிக்,ఎసిటిక్,ایسیٹک,0,0,0,0,0,0,0,0,0,0
ache,ألم,mina,ব্যাথা,dolor,疼,疼,pijn,särky,douleur,Schmerz,दर्द,dolore,痛み,दु: ख,درد,dor,durere,боль,dolor,வலி,నొప్పి,درد,0,1,0,0,0,0,0,1,0,0
achieve,تحقيق,lortzea,অর্জন করা,aconseguir,实现,實現,bereiken,saavuttaa,atteindre,erreichen,हासिल,raggiungere,達成します,साध्य,رسیدن,alcançar,obține,достигать,lograr,அடைய,సాధించడానికి,حصول,1,0,0,0,0,0,1,0,0,1
achievement,إنجاز,lorpen,কৃতিত্ব,assoliment,成就,成就,prestatie,saavutus,réalisation,Leistung,उपलब्धि,risultato,業績,यश,موفقیت,realização,realizare,достижение,logro,சாதனை,ఘనకార్యం,کامیابی,1,0,0,1,0,0,1,0,0,1
aching,مؤلم,aching,ধরা,dolor,疼痛,疼痛,pijnlijke,kipeä,douloureux,Schmerz,दर्द,dolorante,痛みます,aching,درد,doendo,dureros,болящий,dolor,வலிக்கிறது,బాధాకరంగా,درد,0,1,0,0,0,0,0,1,0,0
acid,حامض,Azido,অ্যাসিড,àcid,酸,酸,zuur,happo,acide,Säure,अम्ल,acido,酸,ऍसिड,اسید,ácido,acid,кислота,ácido,அமிலம்,ఆమ్లం,ایسڈ,0,1,0,0,0,0,0,0,0,0
acidity,حموضة,Azidotasun,অম্লতা,acidesa,酸度,酸度,zuurheid,happamuus,acidité,Säuregehalt,अम्लता,acidità,酸味,आंबटपणा,اسیدیته,acidez,aciditate,кислотность,acidez,அமிலத்தன்மை,ఆమ్లత్వం,املتا,0,0,0,0,0,0,0,0,0,0
acknowledge,اعترف,aitor,স্বীকার করা,reconèixer,承认,承認,erkennen,tunnustaa,reconnaître,bestätigen,स्वीकार करते हैं,riconoscere,アクノリッジ,कबूल,اذعان,reconhecer,recunoaște,признавать,reconocer,ஒப்பு,గుర్తించి,تسلیم کرتے ہیں,0,0,0,0,0,0,0,0,0,0
acknowledged,اعترف,aitortu,স্বীকৃত,admès,承认,承認,erkend,tunnusti,reconnu,anerkannt,स्वीकार किया,riconosciuto,認め,मान्य,تصدیق شده,reconhecido,recunoscut,признанный,admitido,ஒப்பு,తెలియజేసారు,کا اعتراف,0,0,0,0,0,0,0,0,0,0
acknowledgment,اعتراف,aitorpen,স্বীকৃতি,reconeixement,承认,承認,erkenning,kuittaus,reconnaissance,Bestätigung,रसीद,riconoscimento,承認,पोचपावती,تصدیق,reconhecimento,confirmare,подтверждение,reconocimiento,ஒப்புகை,రసీదు,اعتراف,1,0,0,0,0,0,0,0,0,0
acme,قمة,ACME,চূড়া,cimera,顶点,頂點,toppunt,huippu,acmé,Höhepunkt,परिपूर्णता,acme,アクメ,कळस,اوج,acme,culme,верх,cumbre,உச்சக்கட்டத்தின்,ACME,اوج کمال,0,0,0,0,0,0,0,0,0,0
acoustic,صوتي,akustikoa,শাব্দ,acústic,声,聲,akoestisch,akustinen,acoustique,akustisch,ध्वनिक,acustico,音響,नादविद्या,صوتی,acústico,acustic,акустическая,acústico,ஒலி,శబ్ద,دونک,0,0,0,0,0,0,0,0,0,0
